Бренд;Коллекция;Категория;categoryId;Тип соединения;Фаска;Порода дерева;Селекция;Тон;Конструкция;Разновидность
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Французская
Pergo;Namsen pro;Виниловый ламинат;20009;замковое соединение;четырехсторонняя;;;Серый;;Монсоро
Royal Parket;Angle;Паркет елка;265;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Coswick;Оттенки серого;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;Английская
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;
Calitex;Elementals;Кварц-виниловый ламинат;359;замковое соединение;микро фаски;;;Бежевый;;Английская
Alpine Floor;Grand Sequoia Superior;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Norland;Sigrid Plus;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Ensten;Hygge;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;Таинственный лес;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Французская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Французская
Royal Parket;Authentica;Инженерная доска;263;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Французская
Coswick;Натуральная палитра;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Karelia;Urban Soul;Паркетная доска;20001;замковое соединение;четырехсторонняя микро-фаска;Дуб;Кантри;Бежевый;Трехслойная (дуб+хвоя+береза);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Селект;Темный;Двухслойная (дуб+дуб);
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Трехслойная (дуб+дуб+дуб);
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Французская
Pergo;Namsen pro;Виниловый ламинат;20009;замковое соединение;четырехсторонняя;;;Натуральный;;Монсоро
Royal Parket;Angle;Паркет елка;265;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Английская
Coswick;Оттенки серого;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;Английская
Alpine Floor;Grand Sequoia Superior;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
